<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.23	07:00:00	4367.44	4379.97	4301.82	4310.25	23373	0	36
2026.03.23	08:00:00	4310.28	4310.54	4162.65	4219.17	29092	0	36
2026.03.23	09:00:00	4219.10	4232.61	4098.75	4208.21	28825	0	36
2026.03.23	10:00:00	4208.23	4270.44	4207.56	4251.03	24391	0	36
2026.03.23	11:00:00	4250.90	4308.34	4223.48	4255.00	25557	0	36
2026.03.23	12:00:00	4254.73	4282.04	4241.22	4270.32	23642	0	36
2026.03.23	13:00:00	4270.61	4462.15	4270.57	4379.53	28250	0	36
2026.03.23	14:00:00	4379.49	4492.57	4336.75	4484.47	30413	0	36
2026.03.23	15:00:00	4484.33	4484.76	4401.59	4456.93	30892	0	36
2026.03.23	16:00:00	4456.84	4512.77	4453.56	4459.71	31672	0	36
2026.03.23	17:00:00	4459.68	4486.97	4351.08	4363.53	31352	0	36
2026.03.23	18:00:00	4363.76	4391.68	4352.65	4378.61	30253	0	36
2026.03.23	19:00:00	4379.13	4438.92	4370.86	4426.63	27592	0	36
2026.03.23	20:00:00	4426.58	4466.90	4402.32	4447.99	25199	0	36
2026.03.23	21:00:00	4448.20	4450.64	4392.80	4396.48	24747	0	36
2026.03.23	22:00:00	4396.37	4412.98	4382.92	4407.46	12215	0	36
2026.03.23	23:00:00	4413.90	4414.07	4412.89	4413.39	18	0	42
2026.03.24	01:00:00	4427.32	4448.33	4421.77	4442.33	15251	0	36
2026.03.24	02:00:00	4442.39	4446.53	4331.54	4366.96	24205	0	36
2026.03.24	03:00:00	4365.05	4374.15	4308.17	4321.20	28560	0	36
2026.03.24	04:00:00	4321.26	4379.45	4305.83	4366.53	26056	0	36
2026.03.24	05:00:00	4366.28	4368.31	4335.07	4347.51	21629	0	36
2026.03.24	06:00:00	4347.49	4357.12	4326.48	4335.48	17973	0	36
2026.03.24	07:00:00	4335.54	4374.24	4319.76	4346.00	23853	0	36
2026.03.24	08:00:00	4345.98	4404.72	4343.69	4401.26	24735	0	36
2026.03.24	09:00:00	4401.27	4432.74	4399.76	4419.08	23012	0	36
2026.03.24	10:00:00	4419.10	4420.88	4390.97	4410.90	24450	0	36
2026.03.24	11:00:00	4410.94	4430.83	4395.79	4426.85	21225	0	36
2026.03.24	12:00:00	4428.78	4441.88	4414.71	4436.38	19523	0	36
2026.03.24	13:00:00	4436.29	4442.04	4379.83	4410.32	24286	0	36
2026.03.24	14:00:00	4410.39	4427.40	4362.13	4377.94	26272	0	36
2026.03.24	15:00:00	4378.30	4390.06	4351.58	4385.13	30223	0	36
2026.03.24	16:00:00	4384.93	4434.08	4382.74	4418.31	30052	0	36
2026.03.24	17:00:00	4417.90	4431.17	4395.97	4411.17	28408	0	36
2026.03.24	18:00:00	4411.19	4427.52	4402.60	4422.54	25081	0	36
2026.03.24	19:00:00	4422.51	4426.26	4372.34	4388.78	28515	0	36
2026.03.24	20:00:00	4389.05	4423.40	4383.77	4389.46	25263	0	36
2026.03.24	21:00:00	4389.40	4411.27	4389.16	4400.15	20579	0	36
2026.03.24	22:00:00	4400.14	4484.04	4397.26	4472.76	20737	0	36
2026.03.24	23:00:00	4474.44	4476.14	4473.99	4474.12	56	0	42
2026.03.25	01:00:00	4483.93	4553.47	4472.42	4553.19	19011	0	36
2026.03.25	02:00:00	4553.10	4571.92	4537.41	4561.97	19855	0	36
2026.03.25	03:00:00	4562.20	4601.03	4552.25	4594.48	21635	0	36
2026.03.25	04:00:00	4594.10	4602.55	4579.75	4584.42	18697	0	36
2026.03.25	05:00:00	4584.30	4586.95	4567.91	4568.64	15806	0	36
2026.03.25	06:00:00	4568.68	4574.57	4565.66	4571.75	9996	0	36
2026.03.25	07:00:00	4571.74	4573.50	4549.18	4555.71	16669	0	36
2026.03.25	08:00:00	4555.69	4557.21	4533.15	4546.29	18198	0	36
2026.03.25	09:00:00	4546.30	4563.23	4536.83	4538.62	16888	0	36
2026.03.25	10:00:00	4538.63	4568.12	4535.60	4556.84	21221	0	36
2026.03.25	11:00:00	4556.71	4567.55	4527.43	4552.03	18892	0	36
2026.03.25	12:00:00	4552.41	4562.37	4550.88	4558.75	18080	0	36
2026.03.25	13:00:00	4558.76	4585.65	4556.06	4580.78	17677	0	36
2026.03.25	14:00:00	4580.74	4583.65	4521.75	4546.55	24728	0	36
2026.03.25	15:00:00	4546.30	4576.55	4540.93	4545.81	27126	0	36
2026.03.25	16:00:00	4545.89	4579.42	4533.03	4566.70	27620	0	36
2026.03.25	17:00:00	4566.72	4567.91	4524.78	4560.35	25702	0	36
2026.03.25	18:00:00	4560.51	4564.73	4545.28	4554.11	23395	0	36
2026.03.25	19:00:00	4554.10	4564.03	4542.56	4548.80	20986	0	36
2026.03.25	20:00:00	4548.81	4568.92	4530.87	4538.84	20301	0	36
2026.03.25	21:00:00	4538.86	4539.50	4486.75	4530.84	22522	0	36
2026.03.25	22:00:00	4530.69	4541.95	4494.89	4505.69	12388	0	36
2026.03.25	23:00:00	4511.72	4514.14	4511.57	4513.89	62	0	42
2026.03.26	01:00:00	4516.59	4518.35	4488.69	4504.54	14558	0	36
2026.03.26	02:00:00	4504.61	4541.55	4503.65	4538.58	17847	0	36
2026.03.26	03:00:00	4538.15	4544.24	4522.40	4535.14	20503	0	36
2026.03.26	04:00:00	4535.11	4535.45	4505.71	4509.33	18106	0	36
2026.03.26	05:00:00	4509.34	4518.76	4500.00	4516.14	16205	0	36
2026.03.26	06:00:00	4516.15	4524.28	4511.61	4520.13	11162	0	36
2026.03.26	07:00:00	4520.12	4522.23	4438.37	4443.64	20753	0	36
2026.03.26	08:00:00	4442.73	4459.39	4415.65	4456.13	23299	0	36
2026.03.26	09:00:00	4456.12	4463.86	4438.58	4452.22	19086	0	36
2026.03.26	10:00:00	4452.13	4459.25	4412.15	4424.58	23317	0	36
2026.03.26	11:00:00	4424.59	4436.78	4414.49	4424.18	20968	0	36
2026.03.26	12:00:00	4424.15	4447.87	4417.10	4446.25	19968	0	36
2026.03.26	13:00:00	4446.22	4456.67	4418.97	4424.06	20175	0	36
2026.03.26	14:00:00	4424.05	4445.69	4416.40	4435.33	22074	0	36
2026.03.26	15:00:00	4435.07	4460.60	4419.98	4449.99	26792	0	36
2026.03.26	16:00:00	4449.96	4479.35	4437.43	4467.66	29080	0	36
2026.03.26	17:00:00	4467.61	4468.93	4433.64	4437.11	26119	0	36
2026.03.26	18:00:00	4437.16	4442.64	4366.64	4388.69	26099	0	36
2026.03.26	19:00:00	4389.11	4402.29	4377.33	4384.42	23588	0	36
2026.03.26	20:00:00	4384.44	4399.32	4367.89	4399.06	20999	0	36
2026.03.26	21:00:00	4399.15	4399.36	4359.18	4363.00	19648	0	36
2026.03.26	22:00:00	4362.87	4420.89	4351.22	4381.66	21626	0	36
2026.03.26	23:00:00	4383.29	4385.27	4380.79	4382.05	65	0	43
2026.03.27	01:00:00	4412.49	4412.52	4389.98	4408.26	9863	0	36
2026.03.27	02:00:00	4408.12	4411.06	4375.10	4386.77	16095	0	36
2026.03.27	03:00:00	4386.82	4421.46	4380.53	4421.00	19801	0	36
2026.03.27	04:00:00	4420.95	4440.74	4420.51	4433.94	17619	0	36
2026.03.27	05:00:00	4433.95	4446.03	4420.93	4439.54	14677	0	36
2026.03.27	06:00:00	4439.61	4449.46	4431.47	4444.52	9879	0	36
2026.03.27	07:00:00	4444.51	4475.18	4440.30	4459.37	16534	0	36
2026.03.27	08:00:00	4459.36	4473.03	4451.76	4460.67	17116	0	36
2026.03.27	09:00:00	4461.66	4462.87	4442.83	4447.45	15686	0	34
2026.03.27	10:00:00	4447.11	4451.05	4423.77	4426.81	19193	0	34
2026.03.27	11:00:00	4427.38	4438.21	4420.68	4428.50	17672	0	34
2026.03.27	12:00:00	4428.51	4432.84	4410.92	4416.58	16945	0	34
2026.03.27	13:00:00	4416.57	4426.14	4403.99	4420.67	17470	0	34
2026.03.27	14:00:00	4420.68	4445.28	4412.74	4441.92	19642	0	34
2026.03.27	15:00:00	4441.93	4443.95	4413.43	4430.84	25395	0	34
2026.03.27	16:00:00	4430.82	4514.80	4430.81	4505.85	27503	0	34
2026.03.27	17:00:00	4505.65	4555.49	4501.73	4527.01	26483	0	34
2026.03.27	18:00:00	4527.00	4533.20	4505.58	4512.77	22112	0	34
2026.03.27	19:00:00	4512.79	4521.91	4486.09	4488.42	22704	0	34
2026.03.27	20:00:00	4488.43	4528.81	4488.39	4515.99	20555	0	34
2026.03.27	21:00:00	4515.98	4526.21	4500.75	4512.63	19698	0	34
2026.03.27	22:00:00	4512.61	4520.39	4491.01	4493.80	11453	0	34
2026.03.30	01:00:00	4483.32	4514.56	4467.98	4485.62	14303	0	34
2026.03.30	02:00:00	4485.49	4492.80	4443.83	4449.86	17143	0	34
2026.03.30	03:00:00	4449.42	4466.65	4419.71	4434.05	22618	0	34
2026.03.30	04:00:00	4434.56	4475.62	4432.59	4468.45	23610	0	34
2026.03.30	05:00:00	4468.52	4499.23	4458.62	4479.40	19997	0	34
2026.03.30	06:00:00	4479.35	4517.36	4478.67	4496.44	17465	0	34
2026.03.30	07:00:00	4496.45	4498.58	4486.04	4497.15	12389	0	34
2026.03.30	08:00:00	4497.16	4528.31	4496.74	4518.60	17208	0	34
2026.03.30	09:00:00	4518.68	4550.60	4516.94	4531.41	19053	0	34
2026.03.30	10:00:00	4531.49	4534.72	4515.53	4525.67	18756	0	34
2026.03.30	11:00:00	4525.65	4540.66	4524.93	4538.46	15785	0	34
2026.03.30	12:00:00	4538.42	4540.82	4523.61	4532.88	16513	0	34
2026.03.30	13:00:00	4532.89	4540.31	4527.71	4533.47	14716	0	34
2026.03.30	14:00:00	4533.49	4580.51	4525.40	4559.11	20726	0	34
2026.03.30	15:00:00	4559.08	4578.08	4545.23	4573.40	19425	0	34
2026.03.30	16:00:00	4573.36	4578.75	4516.74	4524.60	25528	0	34
2026.03.30	17:00:00	4524.63	4541.41	4511.85	4541.06	26725	0	34
2026.03.30	18:00:00	4541.20	4556.70	4524.76	4549.40	23260	0	34
2026.03.30	19:00:00	4549.34	4549.34	4531.98	4540.26	20157	0	34
2026.03.30	20:00:00	4540.27	4542.12	4511.21	4515.30	21001	0	34
2026.03.30	21:00:00	4515.34	4523.15	4497.65	4498.42	18198	0	34
2026.03.30	22:00:00	4498.40	4518.33	4492.97	4515.08	21107	0	34
2026.03.30	23:00:00	4515.07	4516.55	4500.83	4511.22	9476	0	34
2026.03.31	01:00:00	4513.93	4523.59	4502.10	4508.92	8320	0	34
2026.03.31	02:00:00	4507.05	4521.34	4491.93	4511.74	13627	0	34
2026.03.31	03:00:00	4511.73	4549.71	4482.47	4546.99	22623	0	34
2026.03.31	04:00:00	4546.68	4619.34	4532.05	4604.16	25617	0	34
2026.03.31	05:00:00	4604.14	4604.28	4565.64	4567.49	21232	0	34
2026.03.31	06:00:00	4567.17	4576.97	4550.05	4557.52	16831	0	34
2026.03.31	07:00:00	4557.51	4569.47	4557.08	4564.97	13167	0	34
2026.03.31	08:00:00	4564.96	4581.90	4547.45	4568.00	17415	0	34
2026.03.31	09:00:00	4567.95	4567.97	4553.19	4557.79	18674	0	34
2026.03.31	10:00:00	4557.78	4566.04	4543.08	4565.85	16983	0	34
2026.03.31	11:00:00	4565.87	4575.04	4560.39	4567.22	17245	0	34
2026.03.31	12:00:00	4567.23	4572.30	4550.13	4555.41	16311	0	34
2026.03.31	13:00:00	4555.45	4561.84	4529.36	4549.83	16157	0	34
2026.03.31	14:00:00	4549.82	4592.90	4541.02	4582.60	22556	0	34
2026.03.31	15:00:00	4582.57	4597.29	4569.25	4578.45	22737	0	34
2026.03.31	16:00:00	4578.46	4611.23	4567.74	4608.66	24526	0	34
2026.03.31	17:00:00	4608.63	4630.08	4595.03	4599.60	28444	0	34
2026.03.31	18:00:00	4599.67	4625.37	4599.57	4608.57	25289	0	34
2026.03.31	19:00:00	4608.56	4651.39	4606.69	4640.82	25095	0	34
2026.03.31	20:00:00	4640.79	4667.22	4636.49	4654.75	27465	0	34
2026.03.31	21:00:00	4654.90	4673.07	4653.51	4673.06	21584	0	34
2026.03.31	22:00:00	4672.93	4685.61	4661.64	4683.08	20642	0	34
2026.03.31	23:00:00	4683.06	4687.15	4664.65	4668.90	11579	0	34
2026.04.01	01:00:00	4674.25	4696.20	4661.66	4679.46	13991	0	34
2026.04.01	02:00:00	4679.48	4700.14	4671.82	4696.95	13130	0	34
2026.04.01	03:00:00	4697.00	4722.32	4693.33	4717.88	18856	0	34
2026.04.01	04:00:00	4717.87	4724.19	4681.40	4694.73	22779	0	34
2026.04.01	05:00:00	4694.70	4700.45	4678.18	4684.86	17118	0	34
2026.04.01	06:00:00	4684.87	4694.15	4679.56	4681.48	12822	0	34
2026.04.01	07:00:00	4681.47	4681.98	4666.75	4677.12	11128	0	34
2026.04.01	08:00:00	4676.86	4703.50	4674.82	4685.90	15081	0	34
2026.04.01	09:00:00	4685.86	4733.28	4682.52	4729.46	19429	0	34
2026.04.01	10:00:00	4729.41	4747.64	4709.17	4711.59	20288	0	34
2026.04.01	11:00:00	4711.46	4740.51	4710.98	4726.82	17061	0	34
2026.04.01	12:00:00	4726.81	4730.19	4712.55	4723.32	15630	0	34
2026.04.01	13:00:00	4723.35	4738.70	4715.12	4731.28	14213	0	34
2026.04.01	14:00:00	4731.36	4763.23	4728.24	4752.11	16188	0	34
2026.04.01	15:00:00	4752.09	4753.60	4717.87	4721.47	21110	0	34
2026.04.01	16:00:00	4721.30	4749.66	4716.02	4734.79	24943	0	34
2026.04.01	17:00:00	4734.80	4768.83	4723.89	4760.98	25965	0	34
2026.04.01	18:00:00	4760.94	4788.23	4758.39	4786.83	23753	0	34
2026.04.01	19:00:00	4786.81	4790.77	4774.39	4786.87	17957	0	34
2026.04.01	20:00:00	4786.89	4793.01	4772.53	4773.43	16978	0	34
2026.04.01	21:00:00	4773.44	4775.06	4741.70	4752.11	22801	0	34
2026.04.01	22:00:00	4752.20	4778.14	4751.91	4767.90	19078	0	34
2026.04.01	23:00:00	4767.93	4771.14	4754.24	4758.74	8708	0	34
2026.04.02	01:00:00	4758.64	4782.32	4756.56	4776.00	6007	0	37
2026.04.02	02:00:00	4776.03	4800.35	4773.60	4781.08	9342	0	34
2026.04.02	03:00:00	4781.15	4798.65	4775.11	4777.46	13476	0	34
2026.04.02	04:00:00	4777.42	4780.35	4650.96	4694.00	30045	0	36
2026.04.02	05:00:00	4693.76	4704.10	4655.19	4682.63	22225	0	34
2026.04.02	06:00:00	4682.62	4699.28	4675.69	4681.22	11888	0	34
2026.04.02	07:00:00	4681.19	4681.42	4657.14	4674.51	9220	0	34
2026.04.02	08:00:00	4674.63	4680.40	4586.07	4592.33	17585	0	34
2026.04.02	09:00:00	4592.29	4608.58	4553.93	4600.06	21360	0	34
2026.04.02	10:00:00	4599.88	4651.01	4597.18	4645.84	13766	0	34
2026.04.02	11:00:00	4645.79	4648.64	4616.85	4624.01	12784	0	34
2026.04.02	12:00:00	4623.99	4631.88	4613.07	4620.65	11770	0	34
2026.04.02	13:00:00	4620.50	4635.00	4603.66	4621.99	12898	0	34
2026.04.02	14:00:00	4622.06	4630.54	4592.66	4598.16	15132	0	34
2026.04.02	15:00:00	4598.15	4630.19	4585.72	4590.14	18043	0	34
2026.04.02	16:00:00	4590.07	4651.30	4580.59	4649.76	28670	0	34
2026.04.02	17:00:00	4649.75	4699.41	4631.56	4680.58	30729	0	34
2026.04.02	18:00:00	4680.74	4682.26	4652.64	4663.01	26228	0	34
2026.04.02	19:00:00	4663.20	4670.59	4642.79	4658.70	20808	0	34
2026.04.02	20:00:00	4658.72	4668.30	4645.74	4651.86	17501	0	34
2026.04.02	21:00:00	4651.82	4672.08	4647.33	4671.67	14676	0	34
2026.04.02	22:00:00	4671.64	4681.82	4661.54	4673.48	14559	0	34
2026.04.02	23:00:00	4673.40	4679.04	4664.35	4678.44	6785	0	38
2026.04.06	01:00:00	4675.32	4675.32	4608.39	4645.90	16443	0	36
2026.04.06	02:00:00	4645.93	4651.13	4605.17	4612.66	12361	0	38
2026.04.06	03:00:00	4612.65	4629.30	4600.77	4623.42	15536	0	34
2026.04.06	04:00:00	4623.38	4643.13	4620.40	4625.70	13304	0	34
2026.04.06	05:00:00	4625.69	4671.85	4623.52	4647.35	14807	0	39
2026.04.06	06:00:00	4647.37	4647.44	4625.41	4641.27	11878	0	39
2026.04.06	07:00:00	4641.72	4659.84	4639.93	4659.52	7444	0	39
2026.04.06	08:00:00	4659.51	4678.65	4647.82	4647.82	8183	0	39
2026.04.06	09:00:00	4647.60	4667.58	4643.41	4665.83	11279	0	34
2026.04.06	10:00:00	4665.82	4688.19	4644.91	4682.71	12590	0	34
2026.04.06	11:00:00	4682.67	4698.16	4680.70	4696.98	11063	0	34
2026.04.06	12:00:00	4697.02	4706.44	4690.87	4693.58	10831	0	34
2026.04.06	13:00:00	4693.59	4697.51	4684.83	4689.43	10491	0	34
2026.04.06	14:00:00	4689.44	4696.74	4676.99	4678.93	9539	0	34
2026.04.06	15:00:00	4678.94	4686.70	4659.65	4676.09	12526	0	34
2026.04.06	16:00:00	4676.11	4682.46	4660.03	4681.56	19461	0	35
2026.04.06	17:00:00	4681.77	4697.70	4660.37	4683.50	22724	0	34
2026.04.06	18:00:00	4683.41	4683.51	4652.08	4668.65	16093	0	34
2026.04.06	19:00:00	4668.55	4672.46	4657.93	4660.84	11902	0	34
2026.04.06	20:00:00	4660.92	4661.01	4645.84	4653.37	14553	0	34
2026.04.06	21:00:00	4653.38	4666.47	4648.86	4658.81	13957	0	34
2026.04.06	22:00:00	4658.44	4659.44	4645.48	4656.80	9097	0	34
2026.04.06	23:00:00	4656.88	4658.28	4647.90	4649.77	4297	0	39
2026.04.07	01:00:00	4650.47	4667.87	4649.79	4657.85	5624	0	39
2026.04.07	02:00:00	4657.68	4661.04	4651.44	4656.92	4419	0	36
2026.04.07	03:00:00	4656.99	4661.27	4627.58	4637.84	9184	0	37
2026.04.07	04:00:00	4639.71	4664.39	4616.17	4626.07	22008	0	36
2026.04.07	05:00:00	4625.24	4653.90	4619.62	4650.18	13865	0	36
2026.04.07	06:00:00	4650.24	4653.99	4639.51	4649.94	9948	0	36
2026.04.07	07:00:00	4649.74	4663.99	4645.51	4661.04	7435	0	36
2026.04.07	08:00:00	4661.16	4661.32	4622.99	4640.19	13230	0	36
2026.04.07	09:00:00	4639.93	4656.44	4637.85	4653.28	14990	0	34
2026.04.07	10:00:00	4653.15	4656.87	4636.51	4646.43	11453	0	34
2026.04.07	11:00:00	4646.44	4690.78	4644.21	4683.04	18931	0	34
2026.04.07	12:00:00	4682.97	4694.39	4658.91	4672.39	14341	0	34
2026.04.07	13:00:00	4672.35	4680.68	4649.28	4651.17	17153	0	34
2026.04.07	14:00:00	4651.10	4664.10	4628.73	4660.07	14590	0	34
2026.04.07	15:00:00	4660.06	4670.67	4647.02	4651.02	16034	0	34
2026.04.07	16:00:00	4651.22	4663.10	4635.53	4643.39	22362	0	34
2026.04.07	17:00:00	4643.53	4661.46	4607.49	4630.77	26243	0	34
2026.04.07	18:00:00	4630.95	4659.42	4625.00	4656.89	21236	0	34
2026.04.07	19:00:00	4656.71	4668.48	4652.49	4657.83	18054	0	34
2026.04.07	20:00:00	4657.84	4686.33	4653.87	4677.44	16375	0	34
2026.04.07	21:00:00	4677.41	4686.20	4657.39	4662.02	13662	0	34
2026.04.07	22:00:00	4662.03	4718.50	4660.65	4699.27	23745	0	34
2026.04.07	23:00:00	4699.29	4717.05	4697.31	4702.05	13435	0	34
2026.04.08	01:00:00	4729.45	4819.64	4713.03	4815.68	20188	0	35
2026.04.08	02:00:00	4815.72	4836.13	4801.29	4832.97	19487	0	34
2026.04.08	03:00:00	4832.77	4857.34	4808.74	4822.28	19855	0	34
2026.04.08	04:00:00	4822.63	4823.50	4788.18	4811.39	20626	0	34
2026.04.08	05:00:00	4811.40	4825.23	4798.67	4803.48	12805	0	34
2026.04.08	06:00:00	4803.49	4805.79	4795.05	4797.94	9860	0	34
2026.04.08	07:00:00	4797.75	4806.46	4790.15	4802.72	8009	0	34
2026.04.08	08:00:00	4802.53	4843.64	4800.31	4830.46	12591	0	34
2026.04.08	09:00:00	4830.93	4839.50	4817.60	4818.38	14774	0	34
2026.04.08	10:00:00	4818.14	4821.19	4805.22	4812.97	13766	0	34
2026.04.08	11:00:00	4812.80	4819.76	4790.46	4794.42	13614	0	34
2026.04.08	12:00:00	4794.43	4806.55	4776.40	4783.63	11621	0	34
2026.04.08	13:00:00	4783.67	4795.99	4771.16	4782.76	10579	0	34
2026.04.08	14:00:00	4782.90	4802.69	4778.07	4798.77	13523	0	34
2026.04.08	15:00:00	4798.71	4807.10	4767.75	4802.50	17618	0	34
2026.04.08	16:00:00	4802.54	4806.57	4768.29	4779.32	23264	0	34
2026.04.08	17:00:00	4779.33	4792.00	4732.13	4740.20	26047	0	34
2026.04.08	18:00:00	4740.17	4763.01	4734.24	4756.63	20441	0	34
2026.04.08	19:00:00	4756.64	4765.52	4745.39	4759.93	15922	0	34
2026.04.08	20:00:00	4759.94	4764.33	4731.40	4732.27	16356	0	34
2026.04.08	21:00:00	4732.28	4744.31	4701.43	4702.86	20917	0	34
2026.04.08	22:00:00	4702.84	4732.16	4699.52	4731.20	18017	0	34
2026.04.08	23:00:00	4731.30	4731.95	4717.14	4719.76	7324	0	35
2026.04.09	01:00:00	4729.43	4733.16	4704.69	4717.12	7617	0	34
2026.04.09	02:00:00	4717.13	4719.86	4705.28	4710.45	6560	0	34
2026.04.09	03:00:00	4710.43	4719.17	4698.90	4715.06	11496	0	34
2026.04.09	04:00:00	4715.10	4728.81	4699.49	4726.40	16117	0	34
2026.04.09	05:00:00	4726.22	4732.87	4717.41	4719.29	9827	0	34
2026.04.09	06:00:00	4719.27	4720.13	4705.17	4711.89	9388	0	34
2026.04.09	07:00:00	4711.89	4725.23	4709.67	4721.63	6091	0	34
2026.04.09	08:00:00	4721.64	4726.49	4705.78	4715.19	10692	0	34
2026.04.09	09:00:00	4715.33	4725.32	4703.49	4712.14	13972	0	34
2026.04.09	10:00:00	4712.16	4731.33	4705.67	4725.16	15019	0	34
2026.04.09	11:00:00	4725.12	4732.84	4719.81	4724.19	10524	0	34
2026.04.09	12:00:00	4724.20	4733.39	4722.84	4729.45	9391	0	34
2026.04.09	13:00:00	4729.46	4746.64	4723.74	4741.61	10203	0	34
2026.04.09	14:00:00	4741.53	4757.52	4738.41	4756.46	10103	0	34
2026.04.09	15:00:00	4756.42	4759.56	4734.89	4741.47	14554	0	34
2026.04.09	16:00:00	4741.44	4777.04	4738.75	4764.06	21392	0	34
2026.04.09	17:00:00	4764.08	4776.19	4747.26	4767.35	22444	0	34
2026.04.09	18:00:00	4767.63	4797.94	4761.13	4793.25	22634	0	34
2026.04.09	19:00:00	4793.18	4800.97	4784.44	4789.24	16095	0	34
2026.04.09	20:00:00	4789.16	4801.06	4786.67	4797.17	13462	0	34
2026.04.09	21:00:00	4797.19	4797.19	4767.92	4768.96	17201	0	34
2026.04.09	22:00:00	4769.04	4782.57	4766.98	4769.66	13414	0	34
2026.04.09	23:00:00	4769.67	4773.26	4760.80	4764.17	5325	0	34
2026.04.10	01:00:00	4773.86	4780.26	4758.66	4762.54	5325	0	34
2026.04.10	02:00:00	4762.55	4764.17	4756.91	4761.26	4481	0	34
2026.04.10	03:00:00	4760.94	4766.16	4750.62	4764.13	8397	0	34
2026.04.10	04:00:00	4764.06	4777.16	4757.79	4762.54	13225	0	34
2026.04.10	05:00:00	4762.56	4762.90	4738.03	4754.50	12717	0	34
2026.04.10	06:00:00	4755.06	4769.47	4753.77	4767.80	9159	0	34
2026.04.10	07:00:00	4767.69	4770.69	4757.82	4758.01	5135	0	34
2026.04.10	08:00:00	4758.04	4769.08	4757.30	4762.07	8594	0	34
2026.04.10	09:00:00	4761.72	4763.90	4742.79	4745.90	12054	0	34
2026.04.10	10:00:00	4745.89	4757.42	4741.23	4750.77	9528	0	34
2026.04.10	11:00:00	4750.78	4753.16	4730.41	4742.19	9968	0	34
2026.04.10	12:00:00	4742.11	4760.74	4740.54	4751.96	11244	0	34
2026.04.10	13:00:00	4751.97	4760.52	4742.41	4758.09	8815	0	34
2026.04.10	14:00:00	4758.08	4768.90	4753.26	4767.81	8453	0	34
2026.04.10	15:00:00	4767.64	4782.22	4759.71	4770.81	15348	0	34
2026.04.10	16:00:00	4770.50	4780.04	4765.02	4773.76	19508	0	34
2026.04.10	17:00:00	4773.48	4794.99	4767.35	4774.70	21661	0	34
2026.04.10	18:00:00	4774.68	4787.35	4755.24	4759.85	18350	0	34
2026.04.10	19:00:00	4759.81	4766.05	4747.49	4761.96	15525	0	34
2026.04.10	20:00:00	4761.93	4768.57	4758.06	4760.19	12143	0	34
2026.04.10	21:00:00	4760.18	4773.22	4750.94	4764.91	12172	0	34
2026.04.10	22:00:00	4764.88	4770.40	4757.38	4757.53	11592	0	34
2026.04.10	23:00:00	4757.54	4758.77	4740.76	4749.28	6361	0	35
