<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.27	04:00:00	4420.95	4475.18	4420.51	4459.37	58709	0	36
2026.03.27	08:00:00	4459.36	4473.03	4420.68	4428.50	69667	0	34
2026.03.27	12:00:00	4428.51	4445.28	4403.99	4430.84	79452	0	34
2026.03.27	16:00:00	4430.82	4555.49	4430.81	4488.42	98802	0	34
2026.03.27	20:00:00	4488.43	4528.81	4488.39	4493.80	51706	0	34
2026.03.30	00:00:00	4483.32	4514.56	4419.71	4434.05	54064	0	34
2026.03.30	04:00:00	4434.56	4517.36	4432.59	4497.15	73461	0	34
2026.03.30	08:00:00	4497.16	4550.60	4496.74	4538.46	70802	0	34
2026.03.30	12:00:00	4538.42	4580.51	4523.61	4573.40	71380	0	34
2026.03.30	16:00:00	4573.36	4578.75	4511.85	4540.26	95670	0	34
2026.03.30	20:00:00	4540.27	4542.12	4492.97	4511.22	69782	0	34
2026.03.31	00:00:00	4513.93	4549.71	4482.47	4546.99	44570	0	34
2026.03.31	04:00:00	4546.68	4619.34	4532.05	4564.97	76847	0	34
2026.03.31	08:00:00	4564.96	4581.90	4543.08	4567.22	70317	0	34
2026.03.31	12:00:00	4567.23	4597.29	4529.36	4578.45	77761	0	34
2026.03.31	16:00:00	4578.46	4651.39	4567.74	4640.82	103354	0	34
2026.03.31	20:00:00	4640.79	4687.15	4636.49	4668.90	81270	0	34
2026.04.01	00:00:00	4674.25	4722.32	4661.66	4717.88	45977	0	34
2026.04.01	04:00:00	4717.87	4724.19	4666.75	4677.12	63847	0	34
2026.04.01	08:00:00	4676.86	4747.64	4674.82	4726.82	71859	0	34
2026.04.01	12:00:00	4726.81	4763.23	4712.55	4721.47	67141	0	34
2026.04.01	16:00:00	4721.30	4790.77	4716.02	4786.87	92618	0	34
2026.04.01	20:00:00	4786.89	4793.01	4741.70	4758.74	67565	0	34
2026.04.02	00:00:00	4758.64	4800.35	4756.56	4777.46	28825	0	34
2026.04.02	04:00:00	4777.42	4780.35	4650.96	4674.51	73378	0	34
2026.04.02	08:00:00	4674.63	4680.40	4553.93	4624.01	65495	0	34
2026.04.02	12:00:00	4623.99	4635.00	4585.72	4590.14	57843	0	34
2026.04.02	16:00:00	4590.07	4699.41	4580.59	4658.70	106435	0	34
2026.04.02	20:00:00	4658.72	4681.82	4645.74	4678.44	53521	0	34
2026.04.06	00:00:00	4675.32	4675.32	4600.77	4623.42	44340	0	34
2026.04.06	04:00:00	4623.38	4671.85	4620.40	4659.52	47433	0	34
2026.04.06	08:00:00	4659.51	4698.16	4643.41	4696.98	43115	0	34
2026.04.06	12:00:00	4697.02	4706.44	4659.65	4676.09	43387	0	34
2026.04.06	16:00:00	4676.11	4697.70	4652.08	4660.84	70180	0	34
2026.04.06	20:00:00	4660.92	4666.47	4645.48	4649.77	41904	0	34
2026.04.07	00:00:00	4650.47	4667.87	4627.58	4637.84	19227	0	36
2026.04.07	04:00:00	4639.71	4664.39	4616.17	4661.04	53256	0	36
2026.04.07	08:00:00	4661.16	4690.78	4622.99	4683.04	58604	0	34
2026.04.07	12:00:00	4682.97	4694.39	4628.73	4651.02	62118	0	34
2026.04.07	16:00:00	4651.22	4668.48	4607.49	4657.83	87895	0	34
2026.04.07	20:00:00	4657.84	4718.50	4653.87	4702.05	67217	0	34
2026.04.08	00:00:00	4729.45	4857.34	4713.03	4822.28	59530	0	34
2026.04.08	04:00:00	4822.63	4825.23	4788.18	4802.72	51300	0	34
2026.04.08	08:00:00	4802.53	4843.64	4790.46	4794.42	54745	0	34
2026.04.08	12:00:00	4794.43	4807.10	4767.75	4802.50	53341	0	34
2026.04.08	16:00:00	4802.54	4806.57	4732.13	4759.93	85674	0	34
2026.04.08	20:00:00	4759.94	4764.33	4699.52	4719.76	62614	0	34
2026.04.09	00:00:00	4729.43	4733.16	4698.90	4715.06	25673	0	34
2026.04.09	04:00:00	4715.10	4732.87	4699.49	4721.63	41423	0	34
2026.04.09	08:00:00	4721.64	4732.84	4703.49	4724.19	50207	0	34
2026.04.09	12:00:00	4724.20	4759.56	4722.84	4741.47	44251	0	34
2026.04.09	16:00:00	4741.44	4800.97	4738.75	4789.24	82565	0	34
2026.04.09	20:00:00	4789.16	4801.06	4760.80	4764.17	49402	0	34
2026.04.10	00:00:00	4773.86	4780.26	4750.62	4764.13	18203	0	34
2026.04.10	04:00:00	4764.06	4777.16	4738.03	4758.01	40236	0	34
2026.04.10	08:00:00	4758.04	4769.08	4730.41	4742.19	40144	0	34
2026.04.10	12:00:00	4742.11	4782.22	4740.54	4770.81	43860	0	34
2026.04.10	16:00:00	4770.50	4794.99	4747.49	4761.96	75044	0	34
2026.04.10	20:00:00	4761.93	4773.22	4740.76	4749.28	42268	0	34
